system_name,x,y,z,population,stations_name,stations_type,stations_distance_to_star,Stations_controlling_minor_faction_id
Banei,-62.3125,69.40625,108.1875,1302,Birkeland Hub,Coriolis Starport,2354,38449
BD+20 518,-46.28125,-88.59375,-142.84375,1223292,Brunner Landing,Industrial Outpost,54,58177
Gliese 4014,41.125,-22.96875,185.5,3268,Clark Landing,Industrial Outpost,358347,8758
HIP 2136,15.75,-166.3125,25.65625,74447,Markov Hub,Coriolis Starport,747,870
Abikuolu,173.40625,-139.625,63.4375,2936,Altshuller Gateway,Coriolis Starport,399,16450
Azaliba,20.90625,-26.125,131.53125,2476444,Donati Station,Orbis Starport,46724,1338
Katola,-41.15625,-150.28125,-50.1875,1719,Kludze Ring,Commercial Outpost,2204,21736
Aigaha,73.34375,-99.75,-97.25,2190,Morris Dock,Commercial Outpost,585,21207
Nyamwezi,152.3125,57,15.125,2796,Wilson Terminal,Scientific Outpost,1524,8137
Ausrintini,104.59375,-86.59375,-29.8125,2551,Fort Dixon,Orbis Starport,3752,22898
HIP 25880,-49.28125,26.25,-115.4375,26190,Koolhaas Hub,Commercial Outpost,1005,37509
Hisaaka,122.375,-99.5,-15.1875,5002738,Berners-Lee Terminal,Coriolis Starport,116,2847
Bena,99.34375,-183.8125,60.375,4830,Jenner Refinery,Coriolis Starport,16,8999
Grebato,136.46875,-23.09375,67.125,3139,Shimizu Orbital,Commercial Outpost,304,2401
Bevan's Hope,68.71875,5,28.4375,750000,Davies City,Coriolis Starport,1684,47648
HIP 33392,154.6875,-64.875,2.5625,26225,Malenchenko Dock,Industrial Outpost,34,49471
Yugur,129.59375,-133.03125,-80.78125,3532,Bothezat Vision,Coriolis Starport,522,38713
Anani,29.6875,105.09375,-130.625,1506,Ramanujan Market,Ocellus Starport,336,2360
Bajangkhwal,-73.21875,55.5625,-91.28125,18347,Shoemaker City,Orbis Starport,386,12215
Goanna,81.125,46.25,-132.25,3710,Alexander Terminal,Orbis Starport,330792,56059
20 Leonis Minoris,7.78125,39.40625,-28.1875,86379,Feynman Terminal,Coriolis Starport,3324,22259
Sun Chem,-67.3125,136.09375,13.59375,1718,Frimout Port,Orbis Starport,540,44326
233 G. Aquarii,-49.1875,-191.59375,49.84375,6006,McKee Ring,Coriolis Starport,1320,2262
Dangarla,59.28125,-42.125,-26.59375,1834720,Barnaby Estate,Civilian Outpost,341,74879
Anayicates,113.03125,-90.5,50.8125,2738792121,van Vogt City,Orbis Starport,176,54279
AB Pictoris,133.875,-67.84375,-7.0625,5307699,Hamilton Reserve,Orbis Starport,2600,23652
Ninibo,-55.09375,41.53125,-81.59375,15586,Hoerner Orbital,Coriolis Starport,153,4657
HIP 8449,114.3125,-232.59375,24.34375,262700,Celsius Market,Orbis Starport,572,74913
Ch'ortae,-98.84375,-59,97.59375,2850,Alison City,Coriolis Starport,8803,1069
HIP 107001,-95.9375,-122.8125,95.0625,675,Reamy Mine,Mining Outpost,2621,42647
Maturics,-4.25,-34.875,99.125,1844340,Steinmuller City,Civilian Outpost,16890,74883
Hodur,140.78125,-20.96875,-75,1399743,Al-Farabi Hangar,Civilian Outpost,2422,34660
LHS 3320,-12.125,8.28125,79.78125,44356,Wiberg Hub,Coriolis Starport,56,69010
Autribeb,-18.71875,-32.75,111.90625,21880,Collins Prospect,Coriolis Starport,68,30488
Amaunet,-35.28125,-58.40625,-101.375,1732,Strekalov Landing,Industrial Outpost,12872,71377
Cismonthina,-63.28125,28.125,114.5625,92224,McMillan Terminal,Civilian Outpost,1564,55054
Wakathime,114.75,-203.0625,-59.65625,2653,Volta Terminal,Commercial Outpost,3501,5265
Chnouphis,-179.9375,27.71875,68.3125,7795367,Lewis Station,Civilian Outpost,331,25955
HIP 4699,-24.21875,-135.46875,-23.75,1868,Hill Ring,Civilian Outpost,565,5982
Nujemana,-97.3125,99.03125,-94.09375,1809737,Salgari Port,Commercial Outpost,57,30449
Muthia,205.59375,-170.875,70.90625,4948,Marlowe Freeport,Mining Outpost,1935,18528
Kiliwatsuki,24.625,34.9375,100.90625,6578552484,Barjavel Vision,Ocellus Starport,31,28907
Lalande 44318,-119.9375,-26.6875,-20.71875,12481,Hawking Terminal,Civilian Outpost,1504,55654
Kivati,54.0625,-201.9375,97.375,2791,Piercy Terminal,Orbis Starport,233,74928
HIP 24658,-81.625,39.40625,-147.625,29630,Rukavishnikov City,Ocellus Starport,603,47301
Morai,49.53125,-92.28125,-10.59375,2437946,Payne Horizons,Coriolis Starport,813,54038
Bediae,-55.625,-0.46875,-128.1875,4228091,Wescott Vision,Civilian Outpost,60,17269
Ramapani,107.53125,27.75,-105.6875,5916411,Vittori Settlement,Scientific Outpost,1500,5665
Awindjibata,-16.28125,-25.65625,15.59375,41877,Shukor Hub,Coriolis Starport,159970,35692
Cerre,-138.875,-60.625,-75.96875,43844,McBride Port,Civilian Outpost,1961,8384
Damnet,55.40625,-43.40625,75.5625,2053,Vela Gateway,Civilian Outpost,1042,56523
Bilobor,49.375,-129.28125,77.875,2747,Ray Dock,Coriolis Starport,37,59101
BD+04 4988,-52.6875,-63.21875,4.03125,2356,Watson Horizons,Coriolis Starport,548,13069
Bakalaa,97.4375,34.375,97.53125,16697,Truman Station,Orbis Starport,397967,56820
Adjukru,-20.09375,7.875,-96.34375,5109,Jakes Enterprise,Coriolis Starport,304,10957
Semakana,-95,-40.96875,20.3125,23373,MacLeod Enterprise,Industrial Outpost,1740,14000
Andra,25,137.78125,-43.375,16168,Goodricke Enterprise,Coriolis Starport,10,15081
Bhisma,51.5625,-74.1875,-137.125,1237,Packard Goose,Coriolis Starport,216,38557
Lwali,1.03125,-153.9375,-28.8125,39754,Smith Dock,Orbis Starport,2275,74753
Laukas,-72.75,-96.6875,-81.53125,11690,Potrykus Horizons,Civilian Outpost,1137,71690
Sankobuju,68.375,95.84375,-61.71875,13647,Peary Enterprise,Orbis Starport,811,43073
Bibambiu,132,-10.25,41.21875,2525,Wang Vision,Industrial Outpost,712,42486
HIP 19007,33.375,-95.875,-116.6875,15488,Rochon Port,Mining Outpost,32914,1381
HG 7-206,7.90625,-35.8125,-68.46875,1766,Stein Survey,Mining Outpost,56,75185
Lobed,74.5625,-103.25,-21.90625,2408,Emshwiller Hub,Industrial Outpost,105,43754
Sokn,-51.96875,-79.0625,-11.34375,2390863,Thuot Market,Ocellus Starport,68,63537
Honggoro,87.84375,-213.46875,84.21875,1972,Kendrick Holdings,Industrial Outpost,4454,18031
Ethet,43.90625,27.1875,100.6875,22735,Kuo Dock,Coriolis Starport,56,48387
Aisociti,82.71875,38.53125,111.65625,3133,Reilly Dock,Orbis Starport,890,72305
Cara,72.5,106.78125,-108.75,10073,Michelson Gateway,Ocellus Starport,1424,24054
Deciani,46.59375,-57.09375,72.5625,2514,Niemeyer Hub,Coriolis Starport,761,4026
Ankarawai,91.875,-241.71875,63.125,1615,Jackson Port,Coriolis Starport,1662,12217
HIP 5273,-128.78125,20.125,-88.84375,1608,Chapman Dock,Military Outpost,62,27907
Barbalalane,-114.75,-53,-74.71875,1865,Treshchov Orbital,Coriolis Starport,28,63260
Ba Njok,107.78125,-94.90625,-123.03125,1897358,Butcher Orbital,Industrial Outpost,1033,8341
HIP 7082,127.3125,-179.125,61.6875,9944,Morgan Station,Civilian Outpost,104355,57284
Awanti,-114.03125,23.375,-99.53125,1115,den Berg Gateway,Orbis Starport,3475,74918
HIP 90467,-96.75,18.3125,150.90625,926995,Bykovsky Terminal,Orbis Starport,14986,16277
Belie,16.4375,134.3125,-23,2357197,Peary Dock,Orbis Starport,17660,22901
Huaorani,-65.375,70,-84.3125,3403,Backlund Colony,Industrial Outpost,785,40413
HIP 17962,-15.78125,-66.0625,-126.71875,1777832,Rangarajan Station,Civilian Outpost,385,27316
Ordonner,130.03125,-85.65625,92.0625,3133,Russo Vision,Civilian Outpost,1732,5865
Jingaana,36.28125,165.28125,40.3125,916,Ising Terminal,Industrial Outpost,1343,39094
Armotai,59.15625,22.53125,109.375,1995,Pu City,Coriolis Starport,37,21975
Tosakanth,36.65625,68.25,-66.15625,1780,Cooper City,Orbis Starport,555,39202
California Sector BA-A e6,-319.8125,-216.75,-913.46875,10000,Lenthall Dock,Civilian Outpost,23,70045
Argeno,-4.5,-15.53125,153.28125,1260,Mallett Terminal,Orbis Starport,69,24905
Mainani,10.40625,-219.8125,-64.21875,5321,Ray Settlement,Civilian Outpost,362,28870
Batar,97.78125,99.34375,-81.65625,14750,Karl Diesel Port,Orbis Starport,352,13467
Bhavanates,-98.46875,-1.5,88.8125,13319,Condit Terminal,Coriolis Starport,203,6928
Anototo,172.75,-21.03125,-58.90625,3726,Anthony Enterprise,Coriolis Starport,330,18998
Bracari,-132.4375,-43.46875,-80.46875,1464,Jean Terminal,Orbis Starport,682,802
Jukuju,-93.75,81.78125,-97.78125,28479,Liwei Terminal,Coriolis Starport,62,52453
Aning,-39.65625,-73.09375,51.3125,20473,Coddington Oasis,Coriolis Starport,583,21221
Acawar,-62.59375,-63.625,-159.6875,3056,Kirk Dock,Orbis Starport,339,23810
10 Rho-3 Eridani,10.96875,-107.375,-82.0625,15735,Polyakov Station,Orbis Starport,233,44284
Begoci,56.53125,-18.90625,-164.46875,4343,Calatrava Vision,Civilian Outpost,529,28313
Sak Kina,41.625,66.75,-61.28125,18902,Binder Gateway,Orbis Starport,163,64616
Lei Hsini,-2.96875,-42.8125,-164.5625,1557,Buckey Ring,Orbis Starport,533,24868
Arabana,17.625,-188.1875,3.5,2606,Oort Port,Coriolis Starport,2668,10285
30 Lyncis,-29.75,60.46875,-81.21875,2044,Flagg Gateway,Orbis Starport,2481,18932
Bodhi,20.15625,-94.78125,137.65625,1934,dhp11,Orbis Starport,179,9376
HIP 66987,49.1875,104.3125,69.375,914,Bruck Ring,Scientific Outpost,56,328
HIP 87135,-134.21875,79,65.5625,14342,Swift Port,Orbis Starport,82,10557
Biatelara,-30.75,-70.6875,120.15625,2750623,Bunsen Gateway,Coriolis Starport,236,57338
Cartaro,95.59375,-42.53125,77.3125,1999,Satcher Hub,Industrial Outpost,32,13266
Guatae,26.5625,102.40625,-127.21875,17346,Edgeworth Hub,Civilian Outpost,501,1894
Ankayo,78.5,-207.40625,80.96875,4657,Pogue Platform,Industrial Outpost,148,30267
Apoyot,58.875,-5.84375,102.09375,8820983886,Penrose Orbital,Coriolis Starport,255,55187
Caicius,41.0625,48.03125,18.96875,4281613,Laing Horizons,Coriolis Starport,44,18369
HR 4548,83.1875,51.09375,28.28125,33029,Hirayama Enterprise,Coriolis Starport,1573,31382
LTT 1015,-0.84375,-110.46875,-38.3125,3494,Qurra Outpost,Industrial Outpost,331,54902
Takak,127.875,-10.78125,75.625,3769379,Kojima Refinery,Coriolis Starport,42387,41523
Kigaso,-118.96875,76.53125,-141.5,3179,Buckland Station,Industrial Outpost,223,12154
Helvi,127.0625,56.5,102.625,129924,Gooch Works,Industrial Outpost,16,31955
Savii,35.1875,-33.4375,67.28125,1974,Soukup Terminal,Industrial Outpost,421,56853
Borongoreng,-65.5,-74.6875,147.1875,2425,Araki Station,Civilian Outpost,227,13344
HIP 2452,38.78125,-209.28125,40.09375,21714,Gunn Terminal,Civilian Outpost,429,48315
BD+23 296,-54.40625,-68.28125,-81.59375,2055042,Wells Dock,Orbis Starport,66,4105
BD+11 2811,-15.625,63.21875,52.40625,27405,Dowty Terminal,Coriolis Starport,255359,24412
Karas,-160.8125,-33.21875,9.3125,14639,Maury Orbital,Industrial Outpost,413,15903
HIP 69709,-70.25,131.28125,-3.4375,18576,Hovell Orbital,Industrial Outpost,13855,18492
Byllia,119.125,-100.375,-42.96875,1846,Eyharts Plant,Industrial Outpost,59,55633
Timbo,-106.03125,-37.25,-24.96875,18847,Binnie Survey,Industrial Outpost,341,75635
Aseges,138.5625,79.1875,-5.84375,1663,Kennan Station,Industrial Outpost,124,55238
Nanata,120.28125,1.78125,89.59375,13460,Bugrov's Folly,Civilian Outpost,1657,46544
HIP 77838,-117.375,103.46875,-26.6875,24432,Chilton Colony,Industrial Outpost,100,65332
Tang Mu,50.03125,-186.0625,5.46875,2825,Keyes Terminal,Mining Outpost,91,33190
Boann,22.4375,48.25,55.9375,25379,Lawrence Ring,Coriolis Starport,551,2493
Amahutii,-111.03125,-117.46875,37.1875,2394,Lawhead Gateway,Industrial Outpost,1089,43345
Dong Ku,10.34375,-4.375,138.03125,1404,Ballard Gateway,Coriolis Starport,129501,20201
HIP 116510,37.21875,-235.84375,91.28125,5920686,Gohar Hub,Civilian Outpost,4886,25386
HIP 80868,18.375,27.3125,117,1562,Stuart Terminal,Orbis Starport,14829,10039
Azaleach,-81.28125,60.78125,-121.46875,1652129,Purbach Holdings,Industrial Outpost,3068,52811
Ambibates,25.59375,-39.28125,52.15625,1973,Grant Survey,Industrial Outpost,2170,2268
Wishas,-68.875,-151.4375,-26.78125,1070,Quimper Works,Mining Outpost,2080,64041
Badjarsh,-125.625,32.96875,45.5625,3425,Iqbal Hub,Mining Outpost,2758,7270
Lakshalita,-129.75,-65.375,-79.46875,4971,Schmidt Vision,Ocellus Starport,11510,41111
Baedi Di,128.8125,-98.78125,-14.59375,2655,Gentle Dock,Civilian Outpost,1040,3890
Rindjigas,148.9375,-158.625,-48.125,2172,Walker Terminal,Industrial Outpost,550,64569
Bhumbla,-118.6875,76.78125,27.9375,3468,Ochoa Station,Civilian Outpost,22729,666
Nuguynici,-132.3125,44.40625,-13.84375,878,Waldeck City,Coriolis Starport,294,45284
28 Omega Piscium,-60.46875,-84.09375,-12.71875,20761,Wheelock Settlement,Coriolis Starport,299,74864
Arne Naom,-83.78125,32.40625,13.90625,4587793,Waldrop Dock,Coriolis Starport,1740,67583
HIP 51748,138.46875,-48.21875,67.9375,2312,Roberts Terminal,Industrial Outpost,1242,5279
Yu Diegus,99.6875,-112.125,37.28125,2553,Thome Installation,Coriolis Starport,238,74277
Abormotwa,109.1875,77,-34.5,385133850,Wheeler Market,Orbis Starport,113,43406
Chairhuhyus,-78.65625,-28.21875,28.78125,4912765,Avicenna Hub,Coriolis Starport,693,3440
Dharm,-60.40625,15.78125,78.65625,2232,Wedge Hub,Orbis Starport,50,30072
Greklis,15.21875,-90.96875,118.21875,2795360,Cummings Resort,Commercial Outpost,2615,67443
Salangirawi,16.5625,-115,43.84375,3631710,van der Riet Woolley Terminal,Mining Outpost,10634,26346
81 Leonis,45.9375,132.625,-28.46875,2575496,Ehrlich Orbital,Ocellus Starport,774391,13065
Achlys,1.1875,-26.21875,-71,18389,Tarski Port,Coriolis Starport,1437,8933
Apisnik,-72.9375,-8.8125,149.9375,1248,Clements Sentinel Industries,Coriolis Starport,455,67878
HIP 101806,52.9375,-97.84375,119.125,2734,Pennington Beacon,Mining Outpost,825,32475
Aka,-1.6875,168.75,57.46875,12424,Swigert Port,Coriolis Starport,60,13145
CD-31 1974,58.75,-62.75,-46.09375,472967,Cenker Dock,Mining Outpost,397,50225
Awindji,-117.5,-18.34375,41.9375,1118,Onnes Settlement,Industrial Outpost,612,13971
Atrimih,104.5,-2.28125,18.875,32712,Wilson City,Coriolis Starport,31,10725
Ari He,-158.09375,72.15625,1.25,1549524,Baker Hub,Coriolis Starport,50956,14136
Agastii,-57.0625,-120.53125,-68.59375,1458,Hennepin Penal colony,Civilian Outpost,1393,26251
Bolonaz,-81.3125,-116.34375,-80.0625,972,Gordon Terminal,Mining Outpost,2277,68930
HIP 73370,39.375,77.40625,111,3522631,Langley Mine,Mining Outpost,455,4065
Andracanike,9.0625,62.875,159.75,1354,Truly Platform,Civilian Outpost,1865,40239
Lotigani,-111.78125,16.84375,101.1875,4670,Donati Dock,Mining Outpost,58,62379
CPD-64 4178,35.6875,-64.21875,56.59375,3698156,Garan Hub,Ocellus Starport,1934,74898
HR 8769,84.125,-125.0625,87.59375,69798,Struzan Hub,Coriolis Starport,156,64009
Bastan,6.4375,33.5625,94.75,20830,Helmholtz Station,Coriolis Starport,136,52714
5 Gamma Equulei,-93.3125,-50.28125,52.75,19785,Yaping Enterprise,Coriolis Starport,91758,48869
Bhutie,61.03125,-102.84375,79.21875,77152,Deluc Ring,Scientific Outpost,459,75834
BD+00 197,-36.4375,-93.53125,-36.71875,1547740,Hawke Orbital,Orbis Starport,408,1355
Andharveti,-82.03125,19.34375,137.34375,2106,Shipton Orbital,Coriolis Starport,409,15749
Col 285 Sector WO-E b13-0,136.375,73.03125,-66.1875,422218,Malocello Depot,Planetary Outpost,1161,14759
Bhumliauri,118.90625,70.78125,110.09375,3619,Bondarek Orbital,Orbis Starport,549,575
Kraunaha,-142.96875,-20.78125,-70.4375,1210044,Windt Station,Coriolis Starport,1294,796
Allocadros,44.78125,11.59375,69.875,2416388,Perry Dock,Orbis Starport,9,42424
Kondareni,24.4375,-259.71875,-19.875,2414,Sikorsky Station,Coriolis Starport,2065,19005
HIP 65371,19.875,127.65625,36.71875,4552189,Duke Hangar,Industrial Outpost,6879,8356
Ajabog,157.375,43.96875,-1.125,1808838,Shirazi Estate,Civilian Outpost,6,39956
Weleserme,90.75,7.8125,55.5,26004,Wilde Refinery,Coriolis Starport,498,1369
Borfor,-1.09375,21.21875,85.25,14635089,Lukyanenko Orbital,Coriolis Starport,2415,12136
Djabugandji,1.71875,34.78125,119.34375,3259629,Diesel Refinery,Civilian Outpost,13559,8347
BD-10 5142,-49.09375,-28.25,87.28125,17323,Marker Depot,Coriolis Starport,105,9376
HIP 19773,185.25,-160.4375,23.3125,2350,Bombelli Port,Civilian Outpost,2467,10048
Truk,-23,-143.71875,100.0625,2721954,Pogue Terminal,Industrial Outpost,312204,22866
53 Aquarii,-25.6875,-54.28125,27.125,1782,Schwarzschild Platform,Mining Outpost,357494,30248
Arapa,119.4375,-98.0625,-7.09375,2704,Truman Landing,Civilian Outpost,1248,47143
Ausermoduro,-0.53125,-153.9375,-24.65625,1978,Vian Enterprise,Coriolis Starport,68,60213
56 Cygni,-133.0625,-0.21875,12.46875,1561,Stephenson Orbital,Coriolis Starport,14525,22647
Binjakarex,41.40625,55.21875,-114.125,2873,Bujold Orbital,Orbis Starport,112,47427
Akhvathaang,37.46875,81.6875,-43.21875,1950078,Sy Base,Coriolis Starport,40,19626
Worom Pef,62.875,-29.34375,31.625,32768,Cheranovsky Mines,Mining Outpost,142,63318
Rindrani,117.65625,38.0625,-123.9375,1542,Lavoisier Hub,Commercial Outpost,665,25151
Esien Zu,160.5625,-132.71875,-54.84375,1516,Fabian Orbital,Orbis Starport,153,10827
Duroua,46.0625,-183.40625,81.9375,4889,Wiener Dock,Industrial Outpost,457,10492
Aitva,19.0625,-214.25,11,3785,Berners-Lee City,Orbis Starport,13101,6569
Ariga,-83.46875,-96.40625,-23.34375,3481,Narvaez Orbital,Civilian Outpost,370,11863
Aurvasude,143.0625,-211.3125,23.78125,2752,Al-Jazari Vision,Industrial Outpost,364,49174
Korrotra,147.8125,-162.78125,6.4375,4225,Russell Gateway,Orbis Starport,137,20269
Tjina,3.4375,-207.78125,103.65625,1636,Normand Dock,Orbis Starport,37,29072
CD-68 29,86.4375,-121.46875,57.15625,1432227790,Schoenherr Station,Orbis Starport,21,74884
HIP 6066,61.78125,-234.53125,12.78125,3067829,Hoffman Terminal,Coriolis Starport,4436,71779
Wira,87.34375,-65.0625,-52.3125,3063259,Robinson Gateway,Ocellus Starport,339,52577
Chiche,-26.8125,32.4375,171.90625,3899,Ford Refinery,Industrial Outpost,844,31518
Para,-31.53125,120.1875,-11,45574,Takahashi Vision,Orbis Starport,31,68889
Ju Sheng,-1.28125,125.4375,-58.40625,1813,Steele Vision,Civilian Outpost,328252,3175
BD+28 2272,-14.4375,91.84375,18.1875,26488,Garcia Station,Coriolis Starport,1835,75617
Lu Pel,-10.8125,47.0625,152.09375,1058490,Ali Orbital,Coriolis Starport,2837,17186
Wakaparibe,19.875,-37.4375,3.65625,25962,Green Estate,Industrial Outpost,608,38078
Coriba,156.40625,-160.5625,-22.6875,4916,Aaronson Landing,Civilian Outpost,48,4347
Melingo,-165.78125,-33.34375,0.375,1280,Finlay Survey,Mining Outpost,22,62491
Abidii,30.15625,-73.71875,-131.40625,1087,Musabayev Station,Ocellus Starport,2370,43208
Antanoai,29.78125,-241.90625,56.1875,4885635,Kozeyev Orbital,Orbis Starport,46,60058
Savir,-50.5625,135.15625,87.46875,2652,Tarentum Platform,Civilian Outpost,252,5082
Mawai,-11.875,6.21875,157.0625,144626,Dalgarno Survey,Mining Outpost,1947,46267
Witola,-120.53125,-0.84375,18.6875,1294,Extra Gateway,Ocellus Starport,576,13701
Guede,-97.0625,-67.6875,4.375,39206,Hovell Dock,Ocellus Starport,5036,4049
Basses,-77.34375,11.5,123.53125,13203,Wendelin Terminal,Coriolis Starport,24,25334
BD+01 299,-31.78125,-96.71875,-50.75,30181,al-Haytham City,Coriolis Starport,512,21835
Audhumis,-111.34375,32.0625,-102.71875,1192533,McKay Terminal,Coriolis Starport,87,73147
Aiabara,-13.09375,-32.125,85.4375,1207,Grigorovich Hub,Industrial Outpost,768,46537
Meenapati,16.28125,-91.125,100.75,2361,Szilard Point,Industrial Outpost,45,1663
HIP 5687,-80.40625,-97.3125,-69.21875,1423,Joseph Delambre Vision,Orbis Starport,17,3490
Blati,-10.34375,40.1875,-70.03125,32545,Sommerfeld Port,Industrial Outpost,5719,25493
Tjialim,47.03125,-158.84375,-36.15625,2194,Ejeta Station,Coriolis Starport,18,4931
HIP 111447,18.6875,-198.65625,121.875,2053,Zhigang Platform,Civilian Outpost,11,3245
Mantani,142.59375,5.96875,-2.1875,16235017,Olivas City,Civilian Outpost,16,4191
Atahingar,-110.15625,-151.59375,-68.28125,2009,Gamow Station,Coriolis Starport,256,24490
Bilingara,-8.96875,-78.375,112.46875,1179,Ball Orbital,Coriolis Starport,16,4255
Fullabog,124.90625,28.96875,103.96875,2019,Wenzel Port,Orbis Starport,550,35119
Chanasar,135.78125,-78,-40.40625,2518,Bulgarin Terminal,Industrial Outpost,427,34043
Belacabunda,137.90625,43.4375,76.53125,2269071,Westphal Port,Orbis Starport,12368,9062
Bildeptu,62.125,-162.53125,72.6875,3430,Reisman Station,Industrial Outpost,615,56927
Any Minurok,-109.78125,-12.0625,-124.28125,2540,Baird Ring,Coriolis Starport,482,10535
Chinicollo,-42.03125,-34,65.75,2214,Bradley Terminal,Industrial Outpost,32,61278
Elycoch,137.40625,57.0625,45.34375,1451123,Ellern Hub,Coriolis Starport,259,37024
Kitara,6.5625,106.25,-23,32828,Sharman Station,Civilian Outpost,1571,62793
Apuri,-35.96875,-137.3125,60.40625,3397292,Plante Enterprise,Coriolis Starport,329,36500
Raijuhan,-59.40625,-20.6875,-138.5625,1734,Borrego City,Civilian Outpost,10457,39779
Ambirikar,57.875,-95.125,-53.25,4565,Brunel Terminal,Civilian Outpost,521,24655
LHS 3117,1.71875,26.28125,41.59375,27578,Salam Dock,Commercial Outpost,1144,27521
Ajani,129.4375,-98.125,15.625,54976,Austen Town Station,Coriolis Starport,589,1372
Brigua,-159.15625,-69.75,-35.40625,10560,McMullen Ring,Coriolis Starport,710,53819
Bodedi,-14.125,26.40625,-14.53125,3489111,Ham Terminal,Orbis Starport,182,20752
Arakates,167,-186.5625,-44.125,9806,New Chernobyl,Orbis Starport,6538,27561
Evenks,-37.5,19.65625,-79.34375,3610,Mori Terminal,Coriolis Starport,3753,22898
Attada,-162.875,-78.78125,-43.65625,1357,Ali Ring,Coriolis Starport,599,37159
Copitanii,104.8125,-42.84375,31.125,2372,Naglotech,Orbis Starport,523,14323
HIP 84253,-48.59375,51.5,125.8125,903,Dalgarno Colony,Mining Outpost,413,39925
Birhepri,32.78125,26.0625,139.1875,852568,Herschel Landing,Coriolis Starport,41,41523
Mendagorot,126.40625,-206.125,21.09375,4163,Israel Dock,Industrial Outpost,155,43849
Chentiiq,-162.84375,-15.03125,75.5625,2428,Elder Station,Orbis Starport,559,25057
Kalkyri,-127.71875,-18.375,42.6875,24009,Ikeya Settlement,Industrial Outpost,1681,3685
BD+77 84,-88.125,32.8125,-70.40625,39647,Valz Dock,Orbis Starport,1167,33269
Velabri,66.375,-41.46875,25.4375,1652318,Xiaoguan City,Ocellus Starport,24,16971
NLTT 45090,-87.625,57.1875,26.3125,18939,Narlikar Dock,Mining Outpost,538,73349
Benty,147.34375,5.90625,19.875,3284,Bischoff Installation,Industrial Outpost,582,69317
Alichi,-9.4375,37.15625,147.3125,13364,Nijland City,Coriolis Starport,993,21975
HIP 21256,-5.78125,-36,-116.40625,2639,Comino Terminal,Civilian Outpost,817,45755
HR 4934,-61.28125,96.96875,-36.25,2868,Lyulka Hub,Industrial Outpost,1887,67170
LTT 14474,-68,60.46875,-28.40625,3366021,Singer Orbital,Coriolis Starport,451,71986
HIP 4312,-53.84375,-123.59375,-39.5,2429,Fadlan Works,Civilian Outpost,1608,72789
Gurojas,179,-164.21875,87.8125,3463,Payne-Gaposchkin Dock,Mining Outpost,2440,14162
HIP 75122,82.96875,20.25,131.125,1071,Farrukh Terminal,Coriolis Starport,2631,74898
Syntha,85.03125,-11.40625,-132.71875,6955,McArthur Works,Civilian Outpost,7088,5523
Byggvi,23.375,150.34375,37.3125,1516,Fozard Port,Orbis Starport,122,5712
Fenrisastya,-121.125,-82.375,49.28125,1153,Rocklynne Outpost,Mining Outpost,1776,2139
BD+35 3145,-55.84375,28.25,29.0625,1645369,Zebrowski Hub,Civilian Outpost,36,75141
Awngtei Ji,-41.78125,-144.15625,6.78125,1985,Julian Market,Orbis Starport,116,25223
Wurra,146.125,-198.0625,-0.1875,239121,Braun Enterprise,Industrial Outpost,620,58729
HIP 754,-125.25,-99.65625,-50.15625,4151,Lockyer's Rest,Coriolis Starport,582,59127
G 167-35,-33.15625,71.9375,32.9375,1842365,Makarov Terminal,Ocellus Starport,7964,21828
Bena Luluwa,154.5,-137.1875,100.21875,2036,Bond Hub,Civilian Outpost,224,14271
Hou Zi,48.34375,-235.25,35.875,25989,Johnson Terminal,Coriolis Starport,23,472
Koenpeiadal,153.59375,-243.5625,7.28125,19723,Gaultier de Varennes Dock,Orbis Starport,357,23536
Baruai Shi,-54.78125,-64.0625,60,2232328891,Hartlib Plant,Coriolis Starport,930,24094
Frentani,83.1875,-142.40625,107.4375,5105,Bohr Hub,Civilian Outpost,205,75114
Bolon Huara,-125.71875,-17.0625,50.78125,3554,Tani Base,Industrial Outpost,3237,22253
Nicocheo,75.8125,-220.1875,107.4375,1983,Stephan Terminal,Industrial Outpost,86,11110
16 Cephei,-108,30.03125,-42.25,18804,Nordenskiold Landing,Industrial Outpost,731,49196
BPM 87242,19.59375,103.5,-33.625,4073813,Yegorov Port,Industrial Outpost,535,68907
Aztlan,80.8125,-133.71875,6.40625,25000000,Ludwig Struve Orbital,Mining Outpost,653,26347
HIP 34698,127.15625,-46.75,-2.59375,2516281366,Gregory Ring,Civilian Outpost,1875,13062
HIP 110102,84.15625,-164.1875,129.1875,3004,Hughes Gateway,Scientific Outpost,33,15551
Pi Ma Wen,164.65625,-61.53125,-0.125,2993736,Proctor Terminal,Orbis Starport,42,68888
HERZ 2910,-63.78125,-92.90625,37.4375,25613,Stromgren Port,Mining Outpost,31760,5898
Bielo Kakma,-89.90625,75.28125,121.4375,3283,Gell-Mann Dock,Coriolis Starport,167,29702
Lenguna,87.90625,-34.6875,67.90625,2313,Parise Platform,Civilian Outpost,179,47802
Nguni,117.15625,-69.875,39.3125,2616,Stanier Colony,Industrial Outpost,233,14907
Baltek,-33.59375,128.1875,-89.90625,1064,Persephone,Orbis Starport,481,21947
Asinda,-53.6875,-34.96875,89.46875,24404,Levchenko Dock,Mining Outpost,14,10704
Edindui,-7.3125,56.75,98.8125,2024,Webb Mines,Industrial Outpost,689,6241
